0,-0.0133383
1,-0.016813
2,-0.0209373
3,-0.0242528
4,-0.0280421
5,-0.0306181
6,-0.0340876
7,-0.0363946
8,-0.0378806
9,-0.039662
10,-0.0394091
11,-0.0389838
12,-0.038511
13,-0.0386634
14,-0.0393379
15,-0.0431057
16,-0.0495024
17,-0.053302
18,-0.0566829
19,-0.0581052
20,-0.058641
21,-0.0567784
22,-0.0544967
23,-0.0524227
24,-0.0496797
25,-0.047252
26,-0.0448305
27,-0.0429477
28,-0.0408808
29,-0.0389066
30,-0.0382094
31,-0.039021
32,-0.0416733
33,-0.0450121
34,-0.0480657
35,-0.0495557
36,-0.0498617
37,-0.0504515
38,-0.0520155
39,-0.0522566
40,-0.0512803
41,-0.048707
42,-0.0451516
43,-0.0441357
44,-0.0567785
45,-0.0989386
46,-0.172546
47,-0.266132
48,-0.344438
49,-0.367845
50,-0.317607
51,-0.200332
52,-0.0720988
53,0.0148623
54,0.0445607
55,0.0355827
56,0.00574328
57,-0.0174907
58,-0.029117
59,-0.0319157
60,-0.0338992
61,-0.0351787
62,-0.0336213
63,-0.0315015
64,-0.0300652
65,-0.0292266
66,-0.0320547
67,-0.0375642
68,-0.0434094
69,-0.0476364
70,-0.0500444
71,-0.0515202
72,-0.0495243
73,-0.0472656
74,-0.044822
75,-0.0465312
76,-0.0505527
77,-0.0543191
78,-0.0580865
79,-0.0618213
80,-0.0670702
81,-0.0711265
82,-0.0739496
83,-0.0767132
84,-0.080351
85,-0.0844895
86,-0.0908475
87,-0.0970673
88,-0.101413
89,-0.106512
90,-0.112627
91,-0.119447
92,-0.124519
93,-0.128023
94,-0.132846
95,-0.135393
96,-0.137263
97,-0.140047
98,-0.143768
99,-0.145138
100,-0.147133
101,-0.148545
102,-0.146535
103,-0.143261
104,-0.137186
105,-0.127824
106,-0.116953
107,-0.103196
108,-0.0894126
109,-0.078942
110,-0.0710343
111,-0.0626508
112,-0.056753
113,-0.0516167
114,-0.0461069
115,-0.0422553
116,-0.0399167
117,-0.0365052
118,-0.0320374
119,-0.0273118
